 *********************************************
 (reference: Madau 1995, ApJ)
 
 redshift= 0.0
 observed    IGM effective  IGM mean transmission  
 wavelength  optical depth  <exp(-tau)>
 *********************************************
   3480.1312  0.920380E+00  0.398367E+00
   3480.1312  0.958102E+00  0.383620E+00
   3479.1907  0.957207E+00  0.383964E+00
   3478.2502  0.956312E+00  0.384308E+00
   3478.2502  0.992006E+00  0.370832E+00
   3477.4712  0.991237E+00  0.371117E+00
   3476.6922  0.990469E+00  0.371402E+00
   3476.6922  0.102428E+01  0.359056E+00
   3476.0405  0.102361E+01  0.359295E+00
   3475.3888  0.102295E+01  0.359533E+00
   3475.3888  0.105504E+01  0.348180E+00
   3470.0194  0.104941E+01  0.350145E+00
   3464.6500  0.104380E+01  0.352114E+00
   3464.6500  0.104380E+01  0.352114E+00
   3352.4950  0.149255E+01  0.224800E+00
   3240.3400  0.188819E+01  0.151345E+00
   3128.1850  0.223345E+01  0.107158E+00
   3016.0300  0.253096E+01  0.795824E-01
   2903.8750  0.278330E+01  0.618341E-01
   2791.7200  0.299296E+01  0.501387E-01
   2679.5650  0.316237E+01  0.423253E-01
   2567.4100  0.329385E+01  0.371106E-01
   2455.2550  0.338964E+01  0.337207E-01
   2343.1000  0.345189E+01  0.316858E-01
   2230.9450  0.348261E+01  0.307272E-01
   2118.7900  0.348372E+01  0.306929E-01
   2006.6350  0.345703E+01  0.315232E-01
   1894.4800  0.340420E+01  0.332333E-01
   1782.3250  0.332678E+01  0.359086E-01
   1670.1700  0.322616E+01  0.397096E-01
   1558.0150  0.310362E+01  0.448864E-01
   1445.8600  0.296028E+01  0.518044E-01
   1333.7050  0.279714E+01  0.609843E-01
   1221.5500  0.261506E+01  0.731636E-01
   1109.3950  0.241479E+01  0.893865E-01
    997.2400  0.219699E+01  0.111137E+00
    885.0850  0.193561E+01  0.144336E+00
    772.9300  0.158682E+01  0.204575E+00
    660.7750  0.124735E+01  0.287265E+00
    548.6200  0.921545E+00  0.397904E+00
    436.4650  0.616688E+00  0.539729E+00
    324.3100  0.346541E+00  0.707130E+00
    212.1550  0.135382E+00  0.873382E+00
    100.0000  0.184084E-01  0.981760E+00
 *********************************************
 redshift= 3.0
 *********************************************
   4862.6800  0.435943E+00  0.646654E+00
   4482.7800  0.328999E+00  0.719644E+00
   4102.8800  0.242174E+00  0.784920E+00
   4102.8800  0.448036E+00  0.638882E+00
   3996.5140  0.409113E+00  0.664239E+00
   3890.1480  0.372656E+00  0.688902E+00
   3890.1480  0.516106E+00  0.596840E+00
   3844.5600  0.495479E+00  0.609279E+00
   3798.9720  0.475446E+00  0.621608E+00
   3798.9720  0.589396E+00  0.554662E+00
   3775.0920  0.576676E+00  0.561762E+00
   3751.2120  0.564152E+00  0.568842E+00
   3751.2120  0.660544E+00  0.516570E+00
   3737.1020  0.651987E+00  0.521009E+00
   3722.9920  0.643509E+00  0.525445E+00
   3722.9920  0.727877E+00  0.482933E+00
   3713.9480  0.721777E+00  0.485888E+00
   3704.9040  0.715714E+00  0.488843E+00
   3704.9040  0.791229E+00  0.453287E+00
   3698.7520  0.786692E+00  0.455349E+00
   3692.6000  0.782174E+00  0.457410E+00
   3692.6000  0.850775E+00  0.427084E+00
   3688.2260  0.847293E+00  0.428574E+00
   3683.8520  0.843821E+00  0.430064E+00
   3683.8520  0.906791E+00  0.403818E+00
   3680.6300  0.904050E+00  0.404927E+00
   3677.4080  0.901314E+00  0.406036E+00
   3677.4080  0.959646E+00  0.383028E+00
   3674.9620  0.957439E+00  0.383875E+00
   3672.5160  0.955236E+00  0.384721E+00
   3672.5160  0.100957E+01  0.364375E+00
   3670.6200  0.100777E+01  0.365032E+00
   3668.7240  0.100597E+01  0.365690E+00
   3668.7240  0.105683E+01  0.347556E+00
   3667.2200  0.105533E+01  0.348077E+00
   3665.7160  0.105383E+01  0.348599E+00
   3665.7160  0.110163E+01  0.332329E+00
   3664.5060  0.110037E+01  0.332747E+00
   3663.2960  0.109912E+01  0.333165E+00
   3663.2960  0.114416E+01  0.318490E+00
   3662.3060  0.114309E+01  0.318831E+00
   3661.3160  0.114203E+01  0.319172E+00
   3661.3160  0.118465E+01  0.305853E+00
   3660.4960  0.118373E+01  0.306134E+00
   3659.6760  0.118282E+01  0.306415E+00
   3659.6760  0.122319E+01  0.294290E+00
   3658.9900  0.122240E+01  0.294524E+00
   3658.3040  0.122160E+01  0.294757E+00
   3658.3040  0.125992E+01  0.283676E+00
   3652.6520  0.125320E+01  0.285589E+00
   3647.0000  0.124650E+01  0.287508E+00
   3647.0000  0.124650E+01  0.287508E+00
   3528.7667  0.175723E+01  0.172523E+00
   3410.5333  0.220541E+01  0.110205E+00
   3292.3000  0.259436E+01  0.746934E-01
   3174.0667  0.292733E+01  0.535400E-01
   3055.8333  0.320746E+01  0.404592E-01
   2937.6000  0.343784E+01  0.321340E-01
   2819.3667  0.362145E+01  0.267439E-01
   2701.1333  0.376117E+01  0.232565E-01
   2582.9000  0.385977E+01  0.210727E-01
   2464.6667  0.391992E+01  0.198427E-01
   2346.4333  0.394414E+01  0.193678E-01
   2228.2000  0.393484E+01  0.195489E-01
   2109.9667  0.389426E+01  0.203585E-01
   1991.7333  0.382451E+01  0.218291E-01
   1873.5000  0.372755E+01  0.240517E-01
   1755.2667  0.360516E+01  0.271832E-01
   1637.0333  0.345895E+01  0.314629E-01
   1518.8000  0.329037E+01  0.372402E-01
   1400.5667  0.310070E+01  0.450177E-01
   1282.3333  0.289105E+01  0.555177E-01
   1164.1000  0.266240E+01  0.697807E-01
   1045.8667  0.241558E+01  0.893154E-01
    927.6333  0.215137E+01  0.116325E+00
    809.4000  0.177524E+01  0.169443E+00
    691.1667  0.139365E+01  0.248168E+00
    572.9333  0.102774E+01  0.357813E+00
    454.7000  0.685712E+00  0.503731E+00
    336.4667  0.383104E+00  0.681742E+00
    218.2333  0.147535E+00  0.862833E+00
    100.0000  0.186812E-01  0.981492E+00
 *********************************************
 redshift= 3.2
 *********************************************
   5105.8141  0.516113E+00  0.596836E+00
   4706.9191  0.389502E+00  0.677394E+00
   4308.0240  0.286710E+00  0.750730E+00
   4308.0240  0.530430E+00  0.588352E+00
   4196.3397  0.484349E+00  0.616098E+00
   4084.6554  0.441188E+00  0.643272E+00
   4084.6554  0.611018E+00  0.542798E+00
   4036.7880  0.586598E+00  0.556216E+00
   3988.9206  0.562880E+00  0.569566E+00
   3988.9206  0.697786E+00  0.497686E+00
   3963.8466  0.682727E+00  0.505237E+00
   3938.7726  0.667900E+00  0.512784E+00
   3938.7726  0.782018E+00  0.457482E+00
   3923.9571  0.771888E+00  0.462140E+00
   3909.1416  0.761851E+00  0.466802E+00
   3909.1416  0.861733E+00  0.422429E+00
   3899.6454  0.854512E+00  0.425491E+00
   3890.1492  0.847333E+00  0.428556E+00
   3890.1492  0.936736E+00  0.391905E+00
   3883.6896  0.931365E+00  0.394016E+00
   3877.2300  0.926016E+00  0.396129E+00
   3877.2300  0.100723E+01  0.365229E+00
   3872.6373  0.100311E+01  0.366737E+00
   3868.0446  0.999000E+00  0.368248E+00
   3868.0446  0.107355E+01  0.341793E+00
   3864.6615  0.107030E+01  0.342904E+00
   3861.2784  0.106707E+01  0.344016E+00
   3861.2784  0.113612E+01  0.321061E+00
   3858.7101  0.113351E+01  0.321901E+00
   3856.1418  0.113090E+01  0.322741E+00
   3856.1418  0.119523E+01  0.302634E+00
   3854.1510  0.119310E+01  0.303280E+00
   3852.1602  0.119097E+01  0.303927E+00
   3852.1602  0.125118E+01  0.286167E+00
   3850.5810  0.124941E+01  0.286675E+00
   3849.0018  0.124763E+01  0.287183E+00
   3849.0018  0.130422E+01  0.271384E+00
   3847.7313  0.130273E+01  0.271788E+00
   3846.4608  0.130124E+01  0.272193E+00
   3846.4608  0.135458E+01  0.258057E+00
   3845.4213  0.135331E+01  0.258384E+00
   3844.3818  0.135204E+01  0.258711E+00
   3844.3818  0.140251E+01  0.245979E+00
   3843.5208  0.140142E+01  0.246247E+00
   3842.6598  0.140034E+01  0.246514E+00
   3842.6598  0.144813E+01  0.235008E+00
   3841.9395  0.144719E+01  0.235229E+00
   3841.2192  0.144626E+01  0.235450E+00
   3841.2192  0.149162E+01  0.225007E+00
   3835.2846  0.148366E+01  0.226805E+00
   3829.3500  0.147574E+01  0.228610E+00
   3829.3500  0.147574E+01  0.228610E+00
   3705.0384  0.205441E+01  0.128168E+00
   3580.7267  0.255994E+01  0.773096E-01
   3456.4150  0.299632E+01  0.499708E-01
   3332.1034  0.336747E+01  0.344767E-01
   3207.7917  0.367723E+01  0.252929E-01
   3083.4800  0.392934E+01  0.196567E-01
   2959.1684  0.412742E+01  0.161244E-01
   2834.8567  0.427499E+01  0.139122E-01
   2710.5450  0.437544E+01  0.125826E-01
   2586.2334  0.443203E+01  0.118903E-01
   2461.9217  0.444786E+01  0.117035E-01
   2337.6100  0.442590E+01  0.119635E-01
   2213.2984  0.436891E+01  0.126650E-01
   2088.9867  0.427953E+01  0.138492E-01
   1964.6750  0.416015E+01  0.156052E-01
   1840.3634  0.401301E+01  0.180788E-01
   1716.0517  0.384014E+01  0.214907E-01
   1591.7400  0.364334E+01  0.261649E-01
   1467.4283  0.342422E+01  0.325746E-01
   1343.1167  0.318420E+01  0.414115E-01
   1218.8050  0.292448E+01  0.536926E-01
   1094.4933  0.264612E+01  0.709255E-01
    970.1817  0.235008E+01  0.953620E-01
    845.8700  0.197369E+01  0.138944E+00
    721.5583  0.154748E+01  0.212783E+00
    597.2467  0.113924E+01  0.320062E+00
    472.9350  0.758009E+00  0.468598E+00
    348.6233  0.421288E+00  0.656201E+00
    224.3117  0.160117E+00  0.852044E+00
    100.0000  0.189254E-01  0.981253E+00
 *********************************************
 redshift= 3.4
 *********************************************
   5348.9481  0.606246E+00  0.545395E+00
   4931.0581  0.457523E+00  0.632849E+00
   4513.1681  0.336780E+00  0.714066E+00
   4513.1681  0.623063E+00  0.536299E+00
   4396.1655  0.568934E+00  0.566129E+00
   4279.1629  0.518236E+00  0.595570E+00
   4279.1629  0.717724E+00  0.487861E+00
   4229.0161  0.689040E+00  0.502058E+00
   4178.8693  0.661180E+00  0.516242E+00
   4178.8693  0.819646E+00  0.440588E+00
   4152.6013  0.801956E+00  0.448451E+00
   4126.3333  0.784540E+00  0.456329E+00
   4126.3333  0.918588E+00  0.399082E+00
   4110.8123  0.906688E+00  0.403860E+00
   4095.2913  0.894898E+00  0.408649E+00
   4095.2913  0.101222E+01  0.363410E+00
   4085.3429  0.100374E+01  0.366506E+00
   4075.3945  0.995309E+00  0.369609E+00
   4075.3945  0.110032E+01  0.332763E+00
   4068.6273  0.109402E+01  0.334869E+00
   4061.8601  0.108773E+01  0.336980E+00
   4061.8601  0.118313E+01  0.306318E+00
   4057.0487  0.117829E+01  0.307805E+00
   4052.2373  0.117346E+01  0.309294E+00
   4052.2373  0.126103E+01  0.283362E+00
   4048.6931  0.125722E+01  0.284444E+00
   4045.1489  0.125342E+01  0.285528E+00
   4045.1489  0.133453E+01  0.263281E+00
   4042.4583  0.133147E+01  0.264090E+00
   4039.7677  0.132840E+01  0.264900E+00
   4039.7677  0.140396E+01  0.245621E+00
   4037.6821  0.140146E+01  0.246238E+00
   4035.5965  0.139895E+01  0.246855E+00
   4035.5965  0.146968E+01  0.229998E+00
   4033.9421  0.146760E+01  0.230478E+00
   4032.2877  0.146552E+01  0.230958E+00
   4032.2877  0.153199E+01  0.216106E+00
   4030.9567  0.153024E+01  0.216484E+00
   4029.6257  0.152849E+01  0.216863E+00
   4029.6257  0.159113E+01  0.203694E+00
   4028.5367  0.158965E+01  0.203998E+00
   4027.4477  0.158816E+01  0.204301E+00
   4027.4477  0.164744E+01  0.192542E+00
   4026.5457  0.164616E+01  0.192788E+00
   4025.6437  0.164489E+01  0.193034E+00
   4025.6437  0.170103E+01  0.182495E+00
   4024.8891  0.169993E+01  0.182697E+00
   4024.1345  0.169883E+01  0.182898E+00
   4024.1345  0.175212E+01  0.173407E+00
   4017.9173  0.174277E+01  0.175035E+00
   4011.7001  0.173345E+01  0.176673E+00
   4011.7001  0.173345E+01  0.176673E+00
   3881.3101  0.238643E+01  0.919578E-01
   3750.9201  0.295439E+01  0.521103E-01
   3620.5301  0.344214E+01  0.319962E-01
   3490.1401  0.385436E+01  0.211871E-01
   3359.7501  0.419566E+01  0.150608E-01
   3229.3601  0.447052E+01  0.114414E-01
   3098.9701  0.468331E+01  0.924838E-02
   2968.5801  0.483826E+01  0.792080E-02
   2838.1901  0.493948E+01  0.715832E-02
   2707.8001  0.499090E+01  0.679956E-02
   2577.4101  0.499628E+01  0.676303E-02
   2447.0201  0.495923E+01  0.701836E-02
   2316.6300  0.488312E+01  0.757338E-02
   2186.2400  0.477114E+01  0.847075E-02
   2055.8500  0.462625E+01  0.979141E-02
   1925.4600  0.445118E+01  0.116647E-01
   1795.0700  0.424843E+01  0.142867E-01
   1664.6800  0.402022E+01  0.179490E-01
   1534.2900  0.376855E+01  0.230856E-01
   1403.9000  0.349515E+01  0.303442E-01
   1273.5100  0.320153E+01  0.406999E-01
   1143.1200  0.288899E+01  0.556326E-01
   1012.7300  0.255865E+01  0.774090E-01
    882.3400  0.218225E+01  0.112787E+00
    751.9500  0.170887E+01  0.181070E+00
    621.5600  0.125603E+01  0.284782E+00
    491.1700  0.833602E+00  0.434481E+00
    360.7800  0.461095E+00  0.630593E+00
    230.3900  0.173132E+00  0.841026E+00
    100.0000  0.191453E-01  0.981037E+00
 *********************************************
 redshift= 3.6
 *********************************************
   5592.0822  0.707041E+00  0.493101E+00
   5155.1972  0.533591E+00  0.586495E+00
   4718.3121  0.392773E+00  0.675182E+00
   4718.3121  0.726654E+00  0.483524E+00
   4595.9912  0.663526E+00  0.515032E+00
   4473.6703  0.604398E+00  0.546403E+00
   4473.6703  0.837054E+00  0.432984E+00
   4421.2441  0.803600E+00  0.447714E+00
   4368.8179  0.771108E+00  0.462500E+00
   4368.8179  0.955921E+00  0.384458E+00
   4341.3559  0.935291E+00  0.392472E+00
   4313.8939  0.914979E+00  0.400525E+00
   4313.8939  0.107131E+01  0.342558E+00
   4297.6674  0.105744E+01  0.347346E+00
   4281.4409  0.104369E+01  0.352155E+00
   4281.4409  0.118052E+01  0.307120E+00
   4271.0403  0.117062E+01  0.310173E+00
   4260.6397  0.116079E+01  0.313238E+00
   4260.6397  0.128327E+01  0.277131E+00
   4253.5649  0.127591E+01  0.279177E+00
   4246.4901  0.126858E+01  0.281231E+00
   4246.4901  0.137984E+01  0.251619E+00
   4241.4600  0.137419E+01  0.253043E+00
   4236.4299  0.136856E+01  0.254472E+00
   4236.4299  0.147069E+01  0.229766E+00
   4232.7246  0.146625E+01  0.230790E+00
   4229.0193  0.146181E+01  0.231816E+00
   4229.0193  0.155642E+01  0.210891E+00
   4226.2064  0.155284E+01  0.211647E+00
   4223.3935  0.154926E+01  0.212404E+00
   4223.3935  0.163739E+01  0.194487E+00
   4221.2131  0.163447E+01  0.195057E+00
   4219.0327  0.163155E+01  0.195627E+00
   4219.0327  0.171403E+01  0.180138E+00
   4217.3031  0.171160E+01  0.180576E+00
   4215.5735  0.170918E+01  0.181015E+00
   4215.5735  0.178670E+01  0.167513E+00
   4214.1820  0.178466E+01  0.167855E+00
   4212.7905  0.178262E+01  0.168197E+00
   4212.7905  0.185568E+01  0.156347E+00
   4211.6520  0.185394E+01  0.156618E+00
   4210.5135  0.185221E+01  0.156890E+00
   4210.5135  0.192134E+01  0.146410E+00
   4209.5705  0.191986E+01  0.146628E+00
   4208.6275  0.191837E+01  0.146846E+00
   4208.6275  0.198385E+01  0.137539E+00
   4207.8386  0.198256E+01  0.137716E+00
   4207.0497  0.198128E+01  0.137893E+00
   4207.0497  0.204342E+01  0.129584E+00
   4200.5499  0.203252E+01  0.131005E+00
   4194.0501  0.202166E+01  0.132435E+00
   4194.0501  0.202166E+01  0.132435E+00
   4057.5818  0.275566E+01  0.635673E-01
   3921.1135  0.339145E+01  0.336597E-01
   3784.6451  0.393472E+01  0.195511E-01
   3648.1768  0.439104E+01  0.123879E-01
   3511.7084  0.476585E+01  0.851561E-02
   3375.2401  0.506451E+01  0.631699E-02
   3238.7718  0.529221E+01  0.503062E-02
   3102.3034  0.545401E+01  0.427911E-02
   2965.8351  0.555480E+01  0.386886E-02
   2829.3668  0.559928E+01  0.370053E-02
   2692.8984  0.559198E+01  0.372764E-02
   2556.4301  0.553720E+01  0.393753E-02
   2419.9617  0.543903E+01  0.434371E-02
   2283.4934  0.530129E+01  0.498516E-02
   2147.0251  0.512757E+01  0.593098E-02
   2010.5567  0.492116E+01  0.729066E-02
   1874.0884  0.468509E+01  0.923191E-02
   1737.6201  0.442207E+01  0.120093E-01
   1601.1517  0.413454E+01  0.160101E-01
   1464.6834  0.382459E+01  0.218273E-01
   1328.2150  0.349407E+01  0.303770E-01
   1191.7467  0.314454E+01  0.430867E-01
   1055.2784  0.277736E+01  0.622025E-01
    918.8100  0.239377E+01  0.912853E-01
    782.3417  0.187786E+01  0.152916E+00
    645.8734  0.137813E+01  0.252051E+00
    509.4050  0.912490E+00  0.401523E+00
    372.9367  0.502525E+00  0.605001E+00
    236.4683  0.186585E+00  0.829788E+00
    100.0000  0.193443E-01  0.980842E+00
 *********************************************
 redshift= 3.8
 *********************************************
   5835.2159  0.819214E+00  0.440778E+00
   5379.3359  0.618246E+00  0.538889E+00
   4923.4560  0.455087E+00  0.634393E+00
   4923.4560  0.841938E+00  0.430875E+00
   4795.8168  0.768794E+00  0.463572E+00
   4668.1776  0.700286E+00  0.496443E+00
   4668.1776  0.969853E+00  0.379139E+00
   4613.4720  0.931092E+00  0.394123E+00
   4558.7664  0.893445E+00  0.409243E+00
   4558.7664  0.110758E+01  0.330358E+00
   4530.1104  0.108368E+01  0.338350E+00
   4501.4544  0.106014E+01  0.346407E+00
   4501.4544  0.124128E+01  0.289015E+00
   4484.5224  0.122520E+01  0.293700E+00
   4467.5904  0.120927E+01  0.298416E+00
   4467.5904  0.136781E+01  0.254665E+00
   4456.7376  0.135634E+01  0.257601E+00
   4445.8848  0.134495E+01  0.260553E+00
   4445.8848  0.148686E+01  0.226082E+00
   4438.5024  0.147833E+01  0.228018E+00
   4431.1200  0.146984E+01  0.229962E+00
   4431.1200  0.159875E+01  0.202148E+00
   4425.8712  0.159221E+01  0.203475E+00
   4420.6224  0.158569E+01  0.204807E+00
   4420.6224  0.170402E+01  0.181951E+00
   4416.7560  0.169887E+01  0.182891E+00
   4412.8896  0.169373E+01  0.183833E+00
   4412.8896  0.180334E+01  0.164747E+00
   4409.9544  0.179920E+01  0.165432E+00
   4407.0192  0.179506E+01  0.166118E+00
   4407.0192  0.189716E+01  0.149994E+00
   4404.7440  0.189377E+01  0.150503E+00
   4402.4688  0.189039E+01  0.151013E+00
   4402.4688  0.198597E+01  0.137248E+00
   4400.6640  0.198315E+01  0.137635E+00
   4398.8592  0.198034E+01  0.138022E+00
   4398.8592  0.207016E+01  0.126166E+00
   4397.4072  0.206779E+01  0.126465E+00
   4395.9552  0.206543E+01  0.126764E+00
   4395.9552  0.215008E+01  0.116474E+00
   4394.7672  0.214807E+01  0.116709E+00
   4393.5792  0.214607E+01  0.116943E+00
   4393.5792  0.222617E+01  0.107941E+00
   4392.5952  0.222444E+01  0.108128E+00
   4391.6112  0.222272E+01  0.108314E+00
   4391.6112  0.229859E+01  0.100401E+00
   4390.7880  0.229710E+01  0.100550E+00
   4389.9648  0.229561E+01  0.100700E+00
   4389.9648  0.236761E+01  0.937039E-01
   4383.1824  0.235498E+01  0.948952E-01
   4376.4000  0.234240E+01  0.960969E-01
   4376.4000  0.234240E+01  0.960969E-01
   4233.8533  0.316454E+01  0.422338E-01
   4091.3066  0.387386E+01  0.207781E-01
   3948.7600  0.447703E+01  0.113671E-01
   3806.2133  0.498060E+01  0.686993E-02
   3663.6666  0.539100E+01  0.455740E-02
   3521.1200  0.571453E+01  0.329771E-02
   3378.5733  0.595731E+01  0.258686E-02
   3236.0266  0.612532E+01  0.218678E-02
   3093.4800  0.622436E+01  0.198059E-02
   2950.9333  0.625999E+01  0.191126E-02
   2808.3866  0.623759E+01  0.195456E-02
   2665.8400  0.616226E+01  0.210748E-02
   2523.2933  0.603887E+01  0.238426E-02
   2380.7466  0.587198E+01  0.281730E-02
   2238.2000  0.566586E+01  0.346216E-02
   2095.6533  0.542447E+01  0.440738E-02
   1953.1066  0.515143E+01  0.579112E-02
   1810.5600  0.484999E+01  0.782842E-02
   1668.0133  0.452308E+01  0.108556E-01
   1525.4667  0.417322E+01  0.154025E-01
   1382.9200  0.380264E+01  0.223119E-01
   1240.3733  0.341318E+01  0.329362E-01
   1097.8267  0.300647E+01  0.494660E-01
    955.2800  0.258392E+01  0.754777E-01
    812.7333  0.205450E+01  0.128157E+00
    670.1867  0.150553E+01  0.221900E+00
    527.6400  0.994671E+00  0.369845E+00
    385.0933  0.545577E+00  0.579507E+00
    242.5467  0.200477E+00  0.818341E+00
    100.0000  0.195253E-01  0.980664E+00
 *********************************************
 redshift= 4.0
 *********************************************
   6078.3500  0.943493E+00  0.389266E+00
   5603.4750  0.712038E+00  0.490643E+00
   5128.6000  0.524127E+00  0.592072E+00
   5128.6000  0.969665E+00  0.379210E+00
   4995.6425  0.885425E+00  0.412539E+00
   4862.6850  0.806524E+00  0.446407E+00
   4862.6850  0.111699E+01  0.327265E+00
   4805.7000  0.107234E+01  0.342205E+00
   4748.7150  0.102899E+01  0.357369E+00
   4748.7150  0.127560E+01  0.279262E+00
   4718.8650  0.124807E+01  0.287057E+00
   4689.0150  0.122097E+01  0.294944E+00
   4689.0150  0.142959E+01  0.239408E+00
   4671.3775  0.141107E+01  0.243883E+00
   4653.7400  0.139272E+01  0.248399E+00
   4653.7400  0.157531E+01  0.206943E+00
   4642.4350  0.156211E+01  0.209693E+00
   4631.1300  0.154899E+01  0.212463E+00
   4631.1300  0.171242E+01  0.180428E+00
   4623.4400  0.170260E+01  0.182209E+00
   4615.7500  0.169283E+01  0.183999E+00
   4615.7500  0.184129E+01  0.158612E+00
   4610.2825  0.183376E+01  0.159812E+00
   4604.8150  0.182625E+01  0.161017E+00
   4604.8150  0.196253E+01  0.140503E+00
   4600.7875  0.195659E+01  0.141339E+00
   4596.7600  0.195067E+01  0.142178E+00
   4596.7600  0.207692E+01  0.125316E+00
   4593.7025  0.207214E+01  0.125916E+00
   4590.6450  0.206738E+01  0.126517E+00
   4590.6450  0.218497E+01  0.112481E+00
   4588.2750  0.218107E+01  0.112921E+00
   4585.9050  0.217718E+01  0.113361E+00
   4585.9050  0.228725E+01  0.101545E+00
   4584.0250  0.228401E+01  0.101875E+00
   4582.1450  0.228077E+01  0.102206E+00
   4582.1450  0.238421E+01  0.921617E-01
   4580.6325  0.238149E+01  0.924129E-01
   4579.1200  0.237877E+01  0.926645E-01
   4579.1200  0.247626E+01  0.840567E-01
   4577.8825  0.247395E+01  0.842515E-01
   4576.6450  0.247164E+01  0.844466E-01
   4576.6450  0.256389E+01  0.770047E-01
   4575.6200  0.256190E+01  0.771578E-01
   4574.5950  0.255992E+01  0.773111E-01
   4574.5950  0.264730E+01  0.708426E-01
   4573.7375  0.264558E+01  0.709643E-01
   4572.8800  0.264386E+01  0.710861E-01
   4572.8800  0.272680E+01  0.654286E-01
   4565.8150  0.271225E+01  0.663875E-01
   4558.7500  0.269775E+01  0.673567E-01
   4558.7500  0.269775E+01  0.673567E-01
   4410.1250  0.361555E+01  0.269022E-01
   4261.5000  0.440440E+01  0.122234E-01
   4112.8750  0.507208E+01  0.626938E-02
   3964.2500  0.562623E+01  0.360214E-02
   3815.6250  0.607436E+01  0.230111E-02
   3667.0000  0.642384E+01  0.162242E-02
   3518.3750  0.668184E+01  0.125347E-02
   3369.7500  0.685537E+01  0.105378E-02
   3221.1250  0.695121E+01  0.957475E-03
   3072.5000  0.697593E+01  0.934102E-03
   2923.8750  0.693581E+01  0.972332E-03
   2775.2500  0.683690E+01  0.107343E-02
   2626.6250  0.668491E+01  0.124963E-02
   2478.0000  0.648524E+01  0.152579E-02
   2329.3750  0.624294E+01  0.194413E-02
   2180.7500  0.596270E+01  0.257297E-02
   2032.1250  0.564879E+01  0.352178E-02
   1883.5000  0.530510E+01  0.496621E-02
   1734.8750  0.493508E+01  0.718986E-02
   1586.2500  0.454177E+01  0.106545E-01
   1437.6250  0.412778E+01  0.161186E-01
   1289.0000  0.369532E+01  0.248396E-01
   1140.3750  0.324626E+01  0.389196E-01
    991.7500  0.278223E+01  0.619001E-01
    843.1250  0.223884E+01  0.106582E+00
    694.5000  0.163826E+01  0.194318E+00
    545.8750  0.108015E+01  0.339546E+00
    397.2500  0.590251E+00  0.554188E+00
    248.6250  0.214811E+00  0.806694E+00
    100.0000  0.196906E-01  0.980502E+00
 *********************************************
 redshift= 4.2
 *********************************************
   6321.4843  0.108062E+01  0.339384E+00
   5827.6143  0.815527E+00  0.442406E+00
   5333.7443  0.600304E+00  0.548645E+00
   5333.7443  0.111060E+01  0.329362E+00
   5195.4685  0.101412E+01  0.362723E+00
   5057.1927  0.923746E+00  0.397029E+00
   5057.1927  0.127933E+01  0.278223E+00
   4997.9283  0.122820E+01  0.292819E+00
   4938.6639  0.117854E+01  0.307727E+00
   4938.6639  0.146100E+01  0.232003E+00
   4907.6199  0.142947E+01  0.239435E+00
   4876.5759  0.139843E+01  0.246985E+00
   4876.5759  0.163737E+01  0.194491E+00
   4858.2329  0.161616E+01  0.198661E+00
   4839.8899  0.159514E+01  0.202880E+00
   4839.8899  0.180427E+01  0.164594E+00
   4828.1327  0.178915E+01  0.167102E+00
   4816.3755  0.177412E+01  0.169632E+00
   4816.3755  0.196131E+01  0.140674E+00
   4808.3779  0.195006E+01  0.142265E+00
   4800.3803  0.193886E+01  0.143867E+00
   4800.3803  0.210891E+01  0.121370E+00
   4794.6941  0.210028E+01  0.122422E+00
   4789.0079  0.209168E+01  0.123480E+00
   4789.0079  0.224777E+01  0.105635E+00
   4784.8193  0.224097E+01  0.106355E+00
   4780.6307  0.223419E+01  0.107079E+00
   4780.6307  0.237878E+01  0.926631E-01
   4777.4509  0.237331E+01  0.931714E-01
   4774.2711  0.236785E+01  0.936816E-01
   4774.2711  0.250254E+01  0.818767E-01
   4771.8063  0.249807E+01  0.822433E-01
   4769.3415  0.249361E+01  0.826110E-01
   4769.3415  0.261968E+01  0.728258E-01
   4767.3863  0.261597E+01  0.730968E-01
   4765.4311  0.261226E+01  0.733685E-01
   4765.4311  0.273074E+01  0.651711E-01
   4763.8581  0.272762E+01  0.653746E-01
   4762.2851  0.272451E+01  0.655786E-01
   4762.2851  0.283617E+01  0.586498E-01
   4760.9981  0.283352E+01  0.588055E-01
   4759.7111  0.283087E+01  0.589615E-01
   4759.7111  0.293653E+01  0.530494E-01
   4758.6451  0.293426E+01  0.531703E-01
   4757.5791  0.293198E+01  0.532913E-01
   4757.5791  0.303206E+01  0.482162E-01
   4756.6873  0.303009E+01  0.483111E-01
   4755.7955  0.302813E+01  0.484061E-01
   4755.7955  0.312312E+01  0.440198E-01
   4748.4479  0.310645E+01  0.447595E-01
   4741.1003  0.308985E+01  0.455087E-01
   4741.1003  0.308985E+01  0.455087E-01
   4586.3969  0.411123E+01  0.163876E-01
   4431.6936  0.498593E+01  0.683342E-02
   4276.9902  0.572295E+01  0.327005E-02
   4122.2869  0.633115E+01  0.177998E-02
   3967.5836  0.681925E+01  0.109254E-02
   3812.8802  0.719579E+01  0.749738E-03
   3658.1769  0.746911E+01  0.570434E-03
   3503.4735  0.764737E+01  0.477299E-03
   3348.7702  0.773846E+01  0.435744E-03
   3194.0668  0.775002E+01  0.430735E-03
   3039.3635  0.768941E+01  0.457649E-03
   2884.6602  0.756366E+01  0.518971E-03
