 *********************************************
 (reference: Madau 1995, ApJ)
 
 redshift= 0.0
 observed    IGM effective  IGM mean transmission  
 wavelength  optical depth  <exp(-tau)>
 *********************************************
   6613.2518  0.323662E+01  0.392964E-01
   6535.7522  0.310727E+01  0.447230E-01
   6458.2526  0.298163E+01  0.507100E-01
   6458.2526  0.369624E+01  0.248166E-01
   6417.6566  0.361647E+01  0.268773E-01
   6377.0606  0.353793E+01  0.290733E-01
   6377.0606  0.414243E+01  0.158842E-01
   6353.0736  0.408877E+01  0.167599E-01
   6329.0866  0.403560E+01  0.176751E-01
   6329.0866  0.456469E+01  0.104131E-01
   6313.7118  0.452643E+01  0.108192E-01
   6298.3370  0.448841E+01  0.112385E-01
   6298.3370  0.496198E+01  0.699903E-02
   6287.8786  0.493353E+01  0.720101E-02
   6277.4202  0.490520E+01  0.740796E-02
   6277.4202  0.533541E+01  0.481793E-02
   6269.9844  0.531358E+01  0.492429E-02
   6262.5486  0.529180E+01  0.503267E-02
   6262.5486  0.568670E+01  0.339076E-02
   6257.0712  0.566951E+01  0.344955E-02
   6251.5938  0.565236E+01  0.350924E-02
   6251.5938  0.601817E+01  0.243412E-02
   6247.4356  0.600433E+01  0.246804E-02
   6243.2774  0.599051E+01  0.250238E-02
   6243.2774  0.633126E+01  0.177978E-02
   6240.0542  0.631996E+01  0.180001E-02
   6236.8310  0.630867E+01  0.182045E-02
   6236.8310  0.662763E+01  0.132330E-02
   6234.2742  0.661823E+01  0.133579E-02
   6231.7174  0.660885E+01  0.134839E-02
   6231.7174  0.690859E+01  0.999167E-03
   6229.6604  0.690070E+01  0.100708E-02
   6227.6034  0.689282E+01  0.101505E-02
   6227.6034  0.717532E+01  0.765237E-03
   6225.9204  0.716862E+01  0.770387E-03
   6224.2374  0.716192E+01  0.775568E-03
   6224.2374  0.742923E+01  0.593644E-03
   6222.8434  0.742347E+01  0.597071E-03
   6221.4494  0.741772E+01  0.600515E-03
   6221.4494  0.767091E+01  0.466192E-03
   6220.2832  0.766594E+01  0.468517E-03
   6219.1170  0.766097E+01  0.470852E-03
   6219.1170  0.790128E+01  0.370270E-03
   6209.5086  0.785912E+01  0.386214E-03
   6199.9002  0.781712E+01  0.402779E-03
   6199.9002  0.781712E+01  0.402779E-03
   5996.5702  0.100040E+02  0.452166E-04
   5793.2402  0.118331E+02  0.726057E-05
   5589.9102  0.133283E+02  0.162779E-05
   5386.5802  0.145136E+02  0.497523E-06
   5183.2501  0.154126E+02  0.202479E-06
   4979.9201  0.160485E+02  0.107206E-06
   4776.5901  0.164440E+02  0.721840E-07
   4573.2601  0.166216E+02  0.604436E-07
   4369.9301  0.166028E+02  0.615882E-07
   4166.6001  0.164089E+02  0.747653E-07
   3963.2701  0.160604E+02  0.105944E-06
   3759.9401  0.155768E+02  0.171824E-06
   3556.6101  0.149770E+02  0.313008E-06
   3353.2801  0.142789E+02  0.629120E-06
   3149.9501  0.134993E+02  0.137187E-05
   2946.6201  0.126539E+02  0.319510E-05
   2743.2901  0.117571E+02  0.783353E-05
   2539.9601  0.108221E+02  0.199533E-04
   2336.6301  0.986074E+01  0.521836E-04
   2133.3001  0.888331E+01  0.138684E-03
   1929.9701  0.789866E+01  0.371240E-03
   1726.6400  0.691410E+01  0.993671E-03
   1523.3100  0.593545E+01  0.264403E-02
   1319.9800  0.496713E+01  0.696312E-02
   1116.6500  0.401254E+01  0.180874E-01
    913.3200  0.307570E+01  0.461572E-01
    709.9900  0.199854E+01  0.135532E+00
    506.6600  0.106548E+01  0.344561E+00
    303.3300  0.363938E+00  0.694934E+00
    100.0000  0.207158E-01  0.979497E+00
 *********************************************
 redshift= 6.0
 *********************************************
   8509.6900  0.302233E+01  0.486877E-01
   7844.8650  0.228090E+01  0.102192E+00
   7180.0400  0.167896E+01  0.186569E+00
   7180.0400  0.310617E+01  0.447723E-01
   6993.8995  0.283632E+01  0.586412E-01
   6807.7590  0.258357E+01  0.755040E-01
   6807.7590  0.357808E+01  0.279292E-01
   6727.9800  0.343508E+01  0.322228E-01
   6648.2010  0.329619E+01  0.370239E-01
   6648.2010  0.408619E+01  0.168031E-01
   6606.4110  0.399801E+01  0.183522E-01
   6564.6210  0.391118E+01  0.200168E-01
   6564.6210  0.457945E+01  0.102605E-01
   6539.9285  0.452013E+01  0.108876E-01
   6515.2360  0.446135E+01  0.115467E-01
   6515.2360  0.504626E+01  0.643337E-02
   6499.4090  0.500397E+01  0.671126E-02
   6483.5820  0.496193E+01  0.699938E-02
   6483.5820  0.548547E+01  0.414659E-02
   6472.8160  0.545402E+01  0.427908E-02
   6462.0500  0.542269E+01  0.441524E-02
   6462.0500  0.589829E+01  0.274413E-02
   6454.3955  0.587415E+01  0.281118E-02
   6446.7410  0.585008E+01  0.287966E-02
   6446.7410  0.628664E+01  0.186100E-02
   6441.1025  0.626764E+01  0.189670E-02
   6435.4640  0.624867E+01  0.193301E-02
   6435.4640  0.665308E+01  0.129004E-02
   6431.1835  0.663778E+01  0.130993E-02
   6426.9030  0.662251E+01  0.133009E-02
   6426.9030  0.699921E+01  0.912606E-03
   6423.5850  0.698671E+01  0.924081E-03
   6420.2670  0.697423E+01  0.935684E-03
   6420.2670  0.732684E+01  0.657650E-03
   6417.6350  0.731645E+01  0.664517E-03
   6415.0030  0.730607E+01  0.671449E-03
   6415.0030  0.763744E+01  0.482062E-03
   6412.8855  0.762872E+01  0.486283E-03
   6410.7680  0.762001E+01  0.490539E-03
   6410.7680  0.793231E+01  0.358955E-03
   6409.0355  0.792490E+01  0.361626E-03
   6407.3030  0.791749E+01  0.364316E-03
   6407.3030  0.821301E+01  0.271105E-03
   6405.8680  0.820664E+01  0.272835E-03
   6404.4330  0.820028E+01  0.274575E-03
   6404.4330  0.848019E+01  0.207540E-03
   6403.2325  0.847469E+01  0.208685E-03
   6402.0320  0.846919E+01  0.209835E-03
   6402.0320  0.873485E+01  0.160880E-03
   6392.1410  0.868825E+01  0.168555E-03
   6382.2500  0.864182E+01  0.176565E-03
   6382.2500  0.864182E+01  0.176565E-03
   6172.8417  0.110233E+02  0.163169E-04
   5963.4333  0.130103E+02  0.223717E-05
   5754.0250  0.146296E+02  0.443042E-06
   5544.6167  0.159078E+02  0.123410E-06
   5335.2083  0.168710E+02  0.471018E-07
   5125.8000  0.175450E+02  0.240050E-07
   4916.3917  0.179553E+02  0.159270E-07
   4706.9833  0.181265E+02  0.134200E-07
   4497.5750  0.180830E+02  0.140164E-07
   4288.1667  0.178484E+02  0.177239E-07
   4078.7583  0.174452E+02  0.265233E-07
   3869.3500  0.168956E+02  0.459540E-07
   3659.9417  0.162205E+02  0.902689E-07
   3450.5333  0.154397E+02  0.197071E-06
   3241.1250  0.145721E+02  0.469276E-06
   3031.7167  0.136351E+02  0.119770E-05
   2822.3083  0.126450E+02  0.322377E-05
   2612.9000  0.116163E+02  0.901752E-05
   2403.4917  0.105624E+02  0.258701E-04
   2194.0833  0.949475E+01  0.752458E-04
   1984.6750  0.842319E+01  0.219712E-03
   1775.2667  0.735590E+01  0.638814E-03
   1565.8583  0.629931E+01  0.183757E-02
   1356.4500  0.525829E+01  0.520420E-02
   1147.0417  0.423648E+01  0.144584E-01
    937.6333  0.323805E+01  0.392403E-01
    728.2250  0.211735E+01  0.120351E+00
    518.8167  0.112644E+01  0.324186E+00
    309.4083  0.382762E+00  0.681975E+00
    100.0000  0.207956E-01  0.979419E+00
 *********************************************
 redshift= 6.2
 *********************************************
   8752.8243  0.333175E+01  0.357304E-01
   8069.0043  0.251442E+01  0.809101E-01
   7385.1843  0.185085E+01  0.157104E+00
   7385.1843  0.342418E+01  0.325761E-01
   7193.7255  0.312670E+01  0.438623E-01
   7002.2667  0.284808E+01  0.579558E-01
   7002.2667  0.394441E+01  0.193627E-01
   6920.2083  0.378677E+01  0.226688E-01
   6838.1499  0.363365E+01  0.264194E-01
   6838.1499  0.450454E+01  0.110587E-01
   6795.1659  0.440732E+01  0.121878E-01
   6752.1819  0.431161E+01  0.134120E-01
   6752.1819  0.504830E+01  0.642026E-02
   6726.7839  0.498290E+01  0.685416E-02
   6701.3859  0.491811E+01  0.731297E-02
   6701.3859  0.556289E+01  0.383766E-02
   6685.1067  0.551627E+01  0.402080E-02
   6668.8275  0.546994E+01  0.421150E-02
   6668.8275  0.604707E+01  0.236478E-02
   6657.7539  0.601240E+01  0.244821E-02
   6646.6803  0.597787E+01  0.253422E-02
   6646.6803  0.650216E+01  0.150020E-02
   6638.8071  0.647555E+01  0.154066E-02
   6630.9339  0.644901E+01  0.158208E-02
   6630.9339  0.693027E+01  0.977739E-03
   6625.1343  0.690932E+01  0.998439E-03
   6619.3347  0.688841E+01  0.101953E-02
   6619.3347  0.733422E+01  0.652813E-03
   6614.9319  0.731736E+01  0.663916E-03
   6610.5291  0.730052E+01  0.675189E-03
   6610.5291  0.771578E+01  0.445736E-03
   6607.1163  0.770201E+01  0.451918E-03
   6603.7035  0.768825E+01  0.458178E-03
   6603.7035  0.807696E+01  0.310614E-03
   6600.9963  0.806551E+01  0.314192E-03
   6598.2891  0.805407E+01  0.317806E-03
   6598.2891  0.841936E+01  0.220556E-03
   6596.1111  0.840975E+01  0.222686E-03
   6593.9331  0.840014E+01  0.224835E-03
   6593.9331  0.874442E+01  0.159347E-03
   6592.1511  0.873625E+01  0.160655E-03
   6590.3691  0.872808E+01  0.161973E-03
   6590.3691  0.905385E+01  0.116940E-03
   6588.8931  0.904684E+01  0.117763E-03
   6587.4171  0.903983E+01  0.118591E-03
   6587.4171  0.934839E+01  0.871059E-04
   6586.1823  0.934232E+01  0.876355E-04
   6584.9475  0.933627E+01  0.881681E-04
   6584.9475  0.962913E+01  0.657845E-04
   6574.7739  0.957775E+01  0.692525E-04
   6564.6003  0.952657E+01  0.728892E-04
   6564.6003  0.952657E+01  0.728892E-04
   6349.1136  0.121151E+02  0.547643E-05
   6133.6269  0.142698E+02  0.634874E-06
   5918.1402  0.160206E+02  0.110239E-06
   5702.6536  0.173968E+02  0.278402E-07
   5487.1669  0.184274E+02  0.993339E-08
   5271.6802  0.191410E+02  0.486618E-08
   5056.1935  0.195657E+02  0.318228E-08
   4840.7069  0.197290E+02  0.270265E-08
   4625.2202  0.196579E+02  0.290183E-08
   4409.7335  0.193785E+02  0.383739E-08
   4194.2468  0.189160E+02  0.609392E-08
   3978.7602  0.182948E+02  0.113418E-07
   3763.2735  0.175382E+02  0.241700E-07
   3547.7868  0.166683E+02  0.576854E-07
   3332.3001  0.157060E+02  0.151004E-06
   3116.8135  0.146707E+02  0.425196E-06
   2901.3268  0.135805E+02  0.126490E-05
   2685.8401  0.124517E+02  0.391095E-05
   2470.3534  0.112990E+02  0.123852E-04
   2254.8668  0.101352E+02  0.396581E-04
   2039.3801  0.897132E+01  0.127001E-03
   1823.8934  0.781636E+01  0.403087E-03
   1608.4067  0.667747E+01  0.125896E-02
   1392.9201  0.555998E+01  0.384887E-02
   1177.4334  0.446776E+01  0.114729E-01
    961.9467  0.340515E+01  0.332019E-01
    746.4600  0.223955E+01  0.106506E+00
    530.9734  0.118903E+01  0.304516E+00
    315.4867  0.402039E+00  0.668955E+00
    100.0000  0.208709E-01  0.979345E+00
 *********************************************
 redshift= 6.4
 *********************************************
   8995.9581  0.366306E+01  0.256538E-01
   8293.1431  0.276445E+01  0.630109E-01
   7590.3281  0.203489E+01  0.130694E+00
   7590.3281  0.376467E+01  0.231752E-01
   7393.5510  0.343762E+01  0.321412E-01
   7196.7739  0.313129E+01  0.436616E-01
   7196.7739  0.433664E+01  0.130804E-01
   7112.4361  0.416332E+01  0.155558E-01
   7028.0983  0.399498E+01  0.184078E-01
   7028.0983  0.495247E+01  0.706596E-02
   6983.9203  0.484558E+01  0.786302E-02
   6939.7423  0.474035E+01  0.873556E-02
   6939.7423  0.555030E+01  0.388631E-02
   6913.6388  0.547840E+01  0.417603E-02
   6887.5353  0.540716E+01  0.448437E-02
   6887.5353  0.611606E+01  0.220713E-02
   6870.8039  0.606481E+01  0.232320E-02
   6854.0725  0.601386E+01  0.244463E-02
   6854.0725  0.664839E+01  0.129611E-02
   6842.6913  0.661027E+01  0.134647E-02
   6831.3101  0.657230E+01  0.139857E-02
   6831.3101  0.714873E+01  0.785864E-03
   6823.2182  0.711947E+01  0.809195E-03
   6815.1263  0.709030E+01  0.833147E-03
   6815.1263  0.761941E+01  0.490832E-03
   6809.1656  0.759638E+01  0.502268E-03
   6803.2049  0.757339E+01  0.513946E-03
   6803.2049  0.806353E+01  0.314813E-03
   6798.6798  0.804499E+01  0.320705E-03
   6794.1547  0.802648E+01  0.326697E-03
   6794.1547  0.848304E+01  0.206949E-03
   6790.6471  0.846789E+01  0.210107E-03
   6787.1395  0.845277E+01  0.213309E-03
   6787.1395  0.888013E+01  0.139127E-03
   6784.3571  0.886754E+01  0.140889E-03
   6781.5747  0.885496E+01  0.142672E-03
   6781.5747  0.925657E+01  0.954819E-04
   6779.3362  0.924601E+01  0.964963E-04
   6777.0977  0.923545E+01  0.975206E-04
   6777.0977  0.961396E+01  0.667896E-04
   6775.2662  0.960498E+01  0.673925E-04
   6773.4347  0.959600E+01  0.680005E-04
   6773.4347  0.995416E+01  0.475294E-04
   6771.9177  0.994645E+01  0.478973E-04
   6770.4007  0.993874E+01  0.482679E-04
   6770.4007  0.102780E+02  0.343818E-04
   6769.1316  0.102713E+02  0.346117E-04
   6767.8625  0.102647E+02  0.348430E-04
   6767.8625  0.105866E+02  0.252511E-04
   6757.4063  0.105302E+02  0.267185E-04
   6746.9501  0.104739E+02  0.282650E-04
   6746.9501  0.104739E+02  0.282650E-04
   6525.3851  0.132823E+02  0.170441E-05
   6303.8201  0.156151E+02  0.165373E-06
   6082.2551  0.175050E+02  0.249846E-07
   5860.6901  0.189846E+02  0.568994E-08
   5639.1251  0.200858E+02  0.189165E-08
   5417.5601  0.208404E+02  0.889504E-09
   5195.9951  0.212793E+02  0.573506E-09
   4974.4301  0.214329E+02  0.491802E-09
   4752.8651  0.213312E+02  0.544498E-09
   4531.3001  0.210028E+02  0.756136E-09
   4309.7351  0.204759E+02  0.128070E-08
   4088.1701  0.197773E+02  0.257534E-08
   3866.6050  0.189329E+02  0.599180E-08
   3645.0400  0.179671E+02  0.157387E-07
   3423.4750  0.169032E+02  0.456068E-07
   3201.9100  0.157627E+02  0.142680E-06
   2980.3450  0.145654E+02  0.472402E-06
   2758.7800  0.133297E+02  0.162552E-05
   2537.2150  0.120717E+02  0.571932E-05
   2315.6500  0.108056E+02  0.202851E-04
   2094.0850  0.954374E+01  0.716486E-04
   1872.5200  0.829601E+01  0.249510E-03
   1650.9550  0.707031E+01  0.849971E-03
   1429.3900  0.587243E+01  0.281602E-02
   1207.8250  0.470654E+01  0.903599E-02
    986.2600  0.357707E+01  0.279574E-01
    764.6950  0.236518E+01  0.939320E-01
    543.1300  0.125327E+01  0.285570E+00
    321.5650  0.421770E+00  0.655885E+00
    100.0000  0.209420E-01  0.979276E+00
 *********************************************
 redshift= 6.6
 *********************************************
   9239.0919  0.401715E+01  0.180043E-01
   8517.2819  0.303167E+01  0.482351E-01
   7795.4719  0.223159E+01  0.107357E+00
   7795.4719  0.412858E+01  0.161058E-01
   7593.3765  0.376991E+01  0.230542E-01
   7391.2811  0.343397E+01  0.322588E-01
   7391.2811  0.475583E+01  0.860141E-02
   7304.6639  0.456576E+01  0.104020E-01
   7218.0467  0.438115E+01  0.125110E-01
   7218.0467  0.543119E+01  0.437789E-02
   7172.6747  0.531397E+01  0.492233E-02
   7127.3027  0.519857E+01  0.552446E-02
   7127.3027  0.608681E+01  0.227266E-02
   7100.4937  0.600795E+01  0.245911E-02
   7073.6847  0.592983E+01  0.265893E-02
   7073.6847  0.670726E+01  0.122201E-02
   7056.5011  0.665105E+01  0.129266E-02
   7039.3175  0.659518E+01  0.136694E-02
   7039.3175  0.729104E+01  0.681618E-03
   7027.6287  0.724924E+01  0.710717E-03
   7015.9399  0.720760E+01  0.740931E-03
   7015.9399  0.783975E+01  0.393769E-03
   7007.6293  0.780766E+01  0.406608E-03
   6999.3187  0.777567E+01  0.419826E-03
   6999.3187  0.835592E+01  0.235000E-03
   6993.1969  0.833067E+01  0.241012E-03
   6987.0751  0.830546E+01  0.247164E-03
   6987.0751  0.884298E+01  0.144392E-03
   6982.4277  0.882264E+01  0.147359E-03
   6977.7803  0.880234E+01  0.150381E-03
   6977.7803  0.930303E+01  0.911474E-04
   6974.1779  0.928643E+01  0.926737E-04
   6970.5755  0.926984E+01  0.942236E-04
   6970.5755  0.973851E+01  0.589685E-04
   6967.7179  0.972470E+01  0.597883E-04
   6964.8603  0.971091E+01  0.606187E-04
   6964.8603  0.101513E+02  0.390236E-04
   6962.5613  0.101398E+02  0.394785E-04
   6960.2623  0.101282E+02  0.399383E-04
   6960.2623  0.105433E+02  0.263701E-04
   6958.3813  0.105334E+02  0.266313E-04
   6956.5003  0.105236E+02  0.268949E-04
   6956.5003  0.109164E+02  0.181587E-04
   6954.9423  0.109079E+02  0.183129E-04
   6953.3843  0.108995E+02  0.184683E-04
   6953.3843  0.112715E+02  0.127308E-04
   6952.0809  0.112642E+02  0.128242E-04
   6950.7775  0.112569E+02  0.129182E-04
   6950.7775  0.116100E+02  0.907508E-05
   6940.0387  0.115480E+02  0.965501E-05
   6929.2999  0.114863E+02  0.102696E-04
   6929.2999  0.114863E+02  0.102696E-04
   6701.6566  0.145281E+02  0.490391E-06
   6474.0133  0.170494E+02  0.394034E-07
   6246.3699  0.190865E+02  0.513861E-08
   6018.7266  0.206750E+02  0.104943E-08
   5791.0833  0.218503E+02  0.323982E-09
   5563.4399  0.226473E+02  0.146023E-09
   5335.7966  0.231000E+02  0.928518E-10
   5108.1533  0.232422E+02  0.805472E-10
   4880.5099  0.231065E+02  0.922503E-10
   4652.8666  0.227249E+02  0.135112E-09
   4425.2233  0.221283E+02  0.245369E-09
   4197.5799  0.213463E+02  0.536322E-09
   3969.9366  0.204075E+02  0.137134E-08
   3742.2933  0.193389E+02  0.399228E-08
   3514.6500  0.181661E+02  0.128992E-07
   3287.0066  0.169129E+02  0.451656E-07
   3059.3633  0.156014E+02  0.167645E-06
   2831.7200  0.142516E+02  0.646543E-06
   2604.0766  0.128815E+02  0.254459E-05
   2376.4333  0.115069E+02  0.100603E-04
   2148.7900  0.101412E+02  0.394222E-04
   1921.1466  0.879540E+01  0.151429E-03
   1693.5033  0.747820E+01  0.565276E-03
   1465.8600  0.619591E+01  0.203775E-02
   1238.2167  0.495296E+01  0.706249E-02
   1010.5733  0.375391E+01  0.234261E-01
    782.9300  0.249427E+01  0.825570E-01
    555.2867  0.131915E+01  0.267362E+00
    327.6433  0.441955E+00  0.642778E+00
    100.0000  0.210092E-01  0.979210E+00
 *********************************************
 redshift= 6.8
 *********************************************
   9482.2262  0.439491E+01  0.123400E-01
   8741.4212  0.331676E+01  0.362702E-01
   8000.6162  0.244145E+01  0.870348E-01
   8000.6162  0.451682E+01  0.109237E-01
   7793.2025  0.412442E+01  0.161729E-01
   7585.7888  0.375689E+01  0.233563E-01
   7585.7888  0.520306E+01  0.549972E-02
   7496.8922  0.499511E+01  0.677096E-02
   7407.9956  0.479314E+01  0.828636E-02
   7407.9956  0.594192E+01  0.262697E-02
   7361.4296  0.581369E+01  0.298639E-02
   7314.8636  0.568743E+01  0.338828E-02
   7314.8636  0.665920E+01  0.128218E-02
   7287.3491  0.657293E+01  0.139770E-02
   7259.8346  0.648746E+01  0.152241E-02
   7259.8346  0.733800E+01  0.650352E-03
   7242.1988  0.727650E+01  0.691599E-03
   7224.5630  0.721538E+01  0.735192E-03
   7224.5630  0.797667E+01  0.343379E-03
   7212.5666  0.793094E+01  0.359449E-03
   7200.5702  0.788539E+01  0.376200E-03
   7200.5702  0.857698E+01  0.188393E-03
   7192.0409  0.854188E+01  0.195124E-03
   7183.5116  0.850688E+01  0.202074E-03
   7183.5116  0.914170E+01  0.107105E-03
   7177.2287  0.911406E+01  0.110106E-03
   7170.9458  0.908649E+01  0.113185E-03
   7170.9458  0.967455E+01  0.628631E-04
   7166.1761  0.965230E+01  0.642773E-04
   7161.4064  0.963009E+01  0.657209E-04
   7161.4064  0.101779E+02  0.380021E-04
   7157.7092  0.101597E+02  0.386988E-04
   7154.0120  0.101416E+02  0.394075E-04
   7154.0120  0.106543E+02  0.235993E-04
   7151.0792  0.106392E+02  0.239584E-04
   7148.1464  0.106241E+02  0.243227E-04
   7148.1464  0.111060E+02  0.150226E-04
   7145.7869  0.110933E+02  0.152143E-04
   7143.4274  0.110806E+02  0.154083E-04
   7143.4274  0.115347E+02  0.978416E-05
   7141.4969  0.115240E+02  0.989022E-05
   7139.5664  0.115132E+02  0.999736E-05
   7139.5664  0.119429E+02  0.650517E-05
   7137.9674  0.119337E+02  0.656563E-05
   7136.3684  0.119244E+02  0.662663E-05
   7136.3684  0.123314E+02  0.441090E-05
   7135.0307  0.123234E+02  0.444631E-05
   7133.6930  0.123154E+02  0.448199E-05
   7133.6930  0.127018E+02  0.304577E-05
   7122.6716  0.126340E+02  0.325934E-05
   7111.6502  0.125665E+02  0.348698E-05
   7111.6502  0.125665E+02  0.348698E-05
   6877.9285  0.158555E+02  0.130034E-06
   6644.2068  0.185764E+02  0.855827E-08
   6410.4852  0.207688E+02  0.955463E-09
   6176.7635  0.224721E+02  0.173977E-09
   5943.0418  0.237250E+02  0.497015E-10
   5709.3201  0.245658E+02  0.214402E-10
   5475.5985  0.250320E+02  0.134502E-10
   5241.8768  0.251607E+02  0.118262E-10
   5008.1551  0.249878E+02  0.140581E-10
   4774.4334  0.245485E+02  0.218143E-10
   4540.7118  0.238766E+02  0.427103E-10
   4306.9901  0.230049E+02  0.102115E-09
   4073.2684  0.219648E+02  0.288929E-09
   3839.5468  0.207861E+02  0.939065E-09
   3605.8251  0.194969E+02  0.340868E-08
   3372.1034  0.181235E+02  0.134602E-07
   3138.3817  0.166902E+02  0.564348E-07
   2904.6601  0.152190E+02  0.245735E-06
   2670.9384  0.137298E+02  0.108945E-05
   2437.2167  0.122400E+02  0.483307E-05
   2203.4951  0.107644E+02  0.211391E-04
   1969.7734  0.931506E+01  0.900578E-04
   1736.0517  0.790153E+01  0.370178E-03
   1502.3300  0.653066E+01  0.145804E-02
   1268.6084  0.520717E+01  0.547715E-02
   1034.8867  0.393573E+01  0.195315E-01
    801.1650  0.262682E+01  0.723081E-01
    567.4433  0.138668E+01  0.249903E+00
    333.7217  0.462596E+00  0.629647E+00
    100.0000  0.210730E-01  0.979147E+00
 *********************************************
 redshift= 7.0
 *********************************************
   9725.3600  0.479727E+01  0.825227E-02
   8965.5600  0.362041E+01  0.267716E-01
   8205.7600  0.266496E+01  0.696019E-01
   8205.7600  0.493034E+01  0.722405E-02
   7993.0280  0.450202E+01  0.110866E-01
   7780.2960  0.410084E+01  0.165588E-01
   7780.2960  0.567940E+01  0.341560E-02
   7689.1200  0.545242E+01  0.428592E-02
   7597.9440  0.523196E+01  0.534304E-02
   7597.9440  0.648591E+01  0.152477E-02
   7550.1840  0.634594E+01  0.175386E-02
   7502.4240  0.620812E+01  0.201301E-02
   7502.4240  0.726885E+01  0.696912E-03
   7474.2040  0.717469E+01  0.765726E-03
   7445.9840  0.708139E+01  0.840602E-03
   7445.9840  0.800980E+01  0.332192E-03
   7427.8960  0.794267E+01  0.355255E-03
   7409.8080  0.787595E+01  0.379767E-03
   7409.8080  0.870695E+01  0.165433E-03
   7397.5040  0.865702E+01  0.173901E-03
   7385.2000  0.860731E+01  0.182766E-03
   7385.2000  0.936221E+01  0.859101E-04
   7376.4520  0.932389E+01  0.892657E-04
   7367.7040  0.928569E+01  0.927419E-04
   7367.7040  0.997863E+01  0.463806E-04
   7361.2600  0.994846E+01  0.478010E-04
   7354.8160  0.991836E+01  0.492617E-04
   7354.8160  0.105603E+02  0.259260E-04
   7349.9240  0.105360E+02  0.265633E-04
   7345.0320  0.105117E+02  0.272151E-04
   7345.0320  0.111097E+02  0.149670E-04
   7341.2400  0.110898E+02  0.152668E-04
   7337.4480  0.110700E+02  0.155722E-04
   7337.4480  0.116297E+02  0.889781E-05
   7334.4400  0.116132E+02  0.904573E-05
   7331.4320  0.115967E+02  0.919596E-05
   7331.4320  0.121227E+02  0.543466E-05
   7329.0120  0.121089E+02  0.551040E-05
   7326.5920  0.120950E+02  0.558713E-05
   7326.5920  0.125908E+02  0.340331E-05
   7324.6120  0.125790E+02  0.344360E-05
   7322.6320  0.125672E+02  0.348434E-05
   7322.6320  0.130363E+02  0.217975E-05
   7320.9920  0.130262E+02  0.220188E-05
   7319.3520  0.130161E+02  0.222422E-05
   7319.3520  0.134604E+02  0.142636E-05
   7317.9800  0.134517E+02  0.143886E-05
   7316.6080  0.134429E+02  0.145147E-05
   7316.6080  0.138646E+02  0.952083E-06
   7305.3040  0.137906E+02  0.102518E-05
   7294.0000  0.137169E+02  0.110359E-05
   7294.0000  0.137169E+02  0.110359E-05
   7054.2000  0.172676E+02  0.316787E-07
   6814.4000  0.201994E+02  0.168847E-08
   6574.6000  0.225558E+02  0.160002E-09
   6334.8000  0.243798E+02  0.258216E-10
   6095.0000  0.257139E+02  0.680144E-11
   5855.2000  0.266000E+02  0.280393E-11
   5615.4000  0.270794E+02  0.173608E-11
   5375.6000  0.271925E+02  0.155037E-11
   5135.8000  0.269789E+02  0.191954E-11
   4896.0000  0.264771E+02  0.317064E-11
   4656.2000  0.257243E+02  0.673124E-11
   4416.4000  0.247564E+02  0.177190E-10
   4176.6000  0.236079E+02  0.558767E-10
   3936.8000  0.223115E+02  0.204294E-09
   3697.0000  0.208980E+02  0.839645E-09
   3457.2000  0.193965E+02  0.376889E-08
   3217.4000  0.178335E+02  0.179897E-07
   2977.6000  0.162333E+02  0.891184E-07
   2737.8000  0.146178E+02  0.448319E-06
   2498.0000  0.130059E+02  0.224695E-05
   2258.2000  0.114141E+02  0.110389E-04
   2018.4000  0.985555E+01  0.524553E-04
   1778.6000  0.834068E+01  0.238609E-03
   1538.8000  0.687695E+01  0.103129E-02
   1299.0000  0.546933E+01  0.421404E-02
   1059.2000  0.412261E+01  0.162021E-01
    819.4000  0.276287E+01  0.631105E-01
    579.6000  0.145587E+01  0.233197E+00
    339.8000  0.483692E+00  0.616503E+00
    100.0000  0.211336E-01  0.979088E+00
 *********************************************
 redshift= 7.2
 *********************************************
   9968.4943  0.522515E+01  0.537957E-02
   9189.6993  0.394333E+01  0.193836E-01
   8410.9043  0.290266E+01  0.548772E-01
   8410.9043  0.537009E+01  0.465372E-02
   8192.8540  0.490356E+01  0.742011E-02
   7974.8037  0.446660E+01  0.114863E-01
   7974.8037  0.618596E+01  0.205812E-02
   7881.3483  0.593873E+01  0.263536E-02
   7787.8929  0.569861E+01  0.335061E-02
   7787.8929  0.706441E+01  0.855001E-03
   7738.9389  0.691195E+01  0.995817E-03
   7689.9849  0.676184E+01  0.115710E-02
   7689.9849  0.791718E+01  0.364429E-03
   7661.0594  0.781461E+01  0.403790E-03
   7632.1339  0.771300E+01  0.446979E-03
   7632.1339  0.872421E+01  0.162601E-03
   7613.5937  0.865110E+01  0.174934E-03
   7595.0535  0.857843E+01  0.188120E-03
   7595.0535  0.948354E+01  0.760941E-04
   7582.4419  0.942917E+01  0.803463E-04
   7569.8303  0.937501E+01  0.848172E-04
   7569.8303  0.101972E+02  0.372728E-04
   7560.8636  0.101555E+02  0.388612E-04
   7551.8969  0.101139E+02  0.405123E-04
   7551.8969  0.108686E+02  0.190461E-04
   7545.2918  0.108358E+02  0.196823E-04
   7538.6867  0.108030E+02  0.203383E-04
   7538.6867  0.115022E+02  0.101082E-04
   7533.6724  0.114757E+02  0.103792E-04
   7528.6581  0.114493E+02  0.106569E-04
   7528.6581  0.121006E+02  0.555639E-05
